obs_id,zone_id,timestamp,source,value_db,category_tag
O02604,Z01,2023-01-11 10:08:00,report,48.1,music
O02605,Z01,2023-02-01 20:42:00,report,53.76,music
O02606,Z01,2023-01-20 13:16:00,sensor,58.15,other
O02607,Z08,2023-02-02 11:49:00,report,53.95,event
O02608,Z09,2023-01-24 03:50:00,sensor,37.94,music
O02609,Z09,2023-02-18 12:55:00,sensor,68.97,construction
O02610,Z01,2023-01-22 22:37:00,report,72.75,construction
O02611,Z09,2023-02-22 19:46:00,report,66.52,music
O02612,Z01,2023-01-30 09:02:00,sensor,48.62,music
O02613,Z08,2023-01-24 01:56:00,report,57.99,event
O02614,Z07,2023-01-22 21:18:00,sensor,59.93,other
O02615,Z05,2023-01-12 09:22:00,report,65.99,traffic
O02616,Z08,2023-01-21 09:40:00,sensor,66.68,other
O02617,Z02,2023-01-23 23:02:00,report,52.66,construction
O02618,Z03,2023-01-06 17:06:00,sensor,60.82,construction
O02619,Z11,2023-02-01 13:57:00,report,64.57,event
O02620,Z08,2023-02-14 19:15:00,report,74.56,traffic
O02621,Z02,2023-01-21 11:02:00,sensor,67.05,other
O02622,Z12,2023-02-10 03:24:00,sensor,67.89,event
O02623,Z11,2023-02-17 09:27:00,report,60.84,traffic
O02624,Z03,2023-02-17 08:46:00,sensor,74.1,music
O02625,Z02,2023-02-20 06:36:00,report,64.1,event
O02626,Z10,2023-02-02 17:54:00,sensor,51.39,traffic
O02627,Z06,2023-02-06 15:13:00,report,74.03,event
O02628,Z12,2023-02-14 05:17:00,sensor,66.98,other
O02629,Z07,2023-01-12 21:18:00,report,55.57,traffic
O02630,Z07,2023-01-14 00:50:00,report,55.21,construction
O02631,Z05,2023-01-18 14:38:00,report,62.97,traffic
O02632,Z04,2023-01-15 00:45:00,report,64.63,construction
O02633,Z02,2023-02-09 09:46:00,report,61.97,other
O02634,Z07,2023-02-10 19:21:00,report,63.11,music
O02635,Z09,2023-01-01 10:21:00,report,77.0,event
O02636,Z08,2023-01-10 14:54:00,report,70.72,construction
O02637,Z09,2023-02-14 05:43:00,report,61.91,event
O02638,Z07,2023-01-03 21:54:00,sensor,69.41,music
O02639,Z09,2023-01-23 02:13:00,report,49.67,event
O02640,Z05,2023-02-18 10:28:00,report,63.98,traffic
O02641,Z03,2023-02-09 18:10:00,report,78.09,other
O02642,Z07,2023-01-27 00:48:00,report,57.82,other
O02643,Z12,2023-02-01 07:24:00,sensor,51.52,music
O02644,Z10,2023-02-24 03:06:00,report,53.48,construction
O02645,Z04,2023-01-08 18:18:00,sensor,49.1,construction
O02646,Z12,2023-01-26 17:26:00,report,52.15,construction
O02647,Z07,2023-02-08 08:20:00,report,56.29,traffic
O02648,Z11,2023-02-13 20:48:00,report,45.94,other
O02649,Z09,2023-02-04 12:14:00,report,60.16,music
O02650,Z08,2023-01-19 14:10:00,sensor,69.02,music
O02651,Z05,2023-01-01 17:53:00,report,50.92,music
O02652,Z11,2023-01-12 21:58:00,sensor,75.19,music
O02653,Z10,2023-02-11 13:26:00,report,65.11,construction
O02654,Z11,2023-01-02 19:14:00,sensor,70.31,other
O02655,Z10,2023-02-02 02:38:00,report,53.42,traffic
O02656,Z06,2023-02-09 07:10:00,report,68.55,traffic
O02657,Z06,2023-01-02 23:38:00,report,49.08,other
O02658,Z09,2023-02-25 06:54:00,sensor,68.9,music
O02659,Z06,2023-02-16 07:11:00,report,61.72,construction
O02660,Z06,2023-01-09 09:04:00,sensor,65.53,construction
O02661,Z10,2023-01-30 14:15:00,report,48.24,construction
O02662,Z03,2023-01-30 16:41:00,sensor,51.05,other
O02663,Z06,2023-02-25 05:15:00,report,65.97,traffic
O02664,Z01,2023-02-17 01:43:00,report,50.52,other
O02665,Z08,2023-02-25 12:04:00,report,64.63,event
O02666,Z12,2023-02-04 03:45:00,sensor,46.33,music
O02667,Z08,2023-02-22 23:03:00,report,68.48,music
O02668,Z12,2023-02-19 01:23:00,report,47.67,other
O02669,Z11,2023-02-11 14:27:00,sensor,65.52,traffic
O02670,Z03,2023-02-24 08:48:00,sensor,66.26,construction
O02671,Z06,2023-01-27 21:21:00,sensor,53.03,construction
O02672,Z08,2023-01-14 08:06:00,report,65.82,traffic
O02673,Z08,2023-02-15 15:48:00,sensor,62.6,event
O02674,Z06,2023-01-19 22:28:00,report,54.61,music
O02675,Z12,2023-01-17 18:17:00,sensor,49.91,construction
O02676,Z03,2023-02-03 09:01:00,sensor,40.37,event
O02677,Z10,2023-01-24 22:18:00,report,63.5,construction
O02678,Z10,2023-02-10 09:30:00,report,44.35,event
O02679,Z03,2023-02-17 22:08:00,sensor,60.95,other
O02680,Z05,2023-02-24 12:16:00,sensor,57.37,traffic
O02681,Z04,2023-02-07 09:09:00,sensor,66.79,event
O02682,Z06,2023-02-16 16:47:00,report,56.98,music
O02683,Z10,2023-01-11 11:41:00,sensor,56.71,other
O02684,Z09,2023-01-21 16:23:00,report,67.32,music
O02685,Z11,2023-01-11 16:30:00,sensor,63.35,music
O02686,Z07,2023-01-01 21:04:00,report,63.16,construction
O02687,Z05,2023-01-14 07:09:00,report,64.69,other
O02688,Z12,2023-02-20 03:41:00,sensor,44.64,event
O02689,Z08,2023-01-30 18:58:00,sensor,67.57,other
O02690,Z04,2023-02-17 06:23:00,sensor,66.12,music
O02691,Z11,2023-01-07 10:32:00,sensor,49.83,event
O02692,Z09,2023-02-04 23:34:00,sensor,57.56,traffic
O02693,Z08,2023-02-06 16:15:00,sensor,59.61,event
O02694,Z12,2023-01-12 22:59:00,sensor,58.66,construction
O02695,Z12,2023-02-15 14:11:00,sensor,63.34,other
O02696,Z05,2023-02-05 08:05:00,sensor,74.31,traffic
O02697,Z03,2023-02-03 09:03:00,sensor,70.82,construction
O02698,Z04,2023-02-07 18:30:00,report,46.88,traffic
O02699,Z09,2023-02-20 01:20:00,sensor,66.22,construction
O02700,Z08,2023-01-08 14:05:00,report,73.29,construction
O02701,Z02,2023-02-04 18:13:00,report,63.87,event
O02702,Z10,2023-01-01 18:27:00,sensor,70.91,music
O02703,Z11,2023-01-13 18:51:00,report,80.12,traffic
O02704,Z05,2023-02-18 13:38:00,report,70.24,music
O02705,Z11,2023-01-12 10:32:00,report,62.49,other
O02706,Z05,2023-02-11 09:16:00,sensor,70.45,event
O02707,Z05,2023-02-13 17:32:00,report,61.45,music
O02708,Z02,2023-02-18 05:31:00,sensor,60.24,event
O02709,Z09,2023-01-31 15:10:00,sensor,56.49,traffic
O02710,Z07,2023-02-13 09:06:00,report,75.63,event
O02711,Z11,2023-02-13 17:52:00,sensor,51.82,construction
O02712,Z02,2023-02-18 07:13:00,report,75.32,other
O02713,Z05,2023-01-21 16:30:00,sensor,65.0,event
O02714,Z10,2023-01-14 18:43:00,sensor,46.01,event
O02715,Z03,2023-01-13 12:50:00,sensor,63.68,construction
O02716,Z10,2023-02-12 05:20:00,report,39.0,other
O02717,Z07,2023-02-19 23:17:00,sensor,66.26,event
O02718,Z08,2023-02-24 09:23:00,sensor,68.85,event
O02719,Z06,2023-02-16 11:53:00,report,54.08,music
O02720,Z05,2023-01-28 18:25:00,report,61.24,traffic
O02721,Z07,2023-01-04 13:22:00,sensor,79.54,music
O02722,Z05,2023-01-02 22:12:00,sensor,54.94,event
O02723,Z05,2023-02-23 11:01:00,report,49.41,music
O02724,Z07,2023-01-21 17:35:00,sensor,74.82,construction
O02725,Z10,2023-02-02 14:54:00,report,79.63,traffic
O02726,Z02,2023-01-16 05:20:00,report,60.04,other
O02727,Z08,2023-01-03 21:24:00,report,70.11,construction
O02728,Z05,2023-02-08 18:24:00,sensor,73.41,traffic
O02729,Z01,2023-02-10 10:17:00,report,52.58,music
O02730,Z05,2023-01-08 15:08:00,sensor,55.15,event
O02731,Z12,2023-01-27 04:55:00,sensor,72.31,other
O02732,Z05,2023-02-06 06:35:00,sensor,76.85,music
O02733,Z04,2023-01-21 18:34:00,report,65.63,other
O02734,Z09,2023-02-22 09:44:00,sensor,51.2,construction
O02735,Z02,2023-02-25 22:45:00,report,79.87,event
O02736,Z08,2023-02-17 06:11:00,report,54.69,music
O02737,Z04,2023-01-30 11:21:00,sensor,56.65,event
O02738,Z05,2023-02-08 23:59:00,sensor,63.42,construction
O02739,Z02,2023-02-11 13:27:00,report,75.54,music
O02740,Z01,2023-02-23 16:03:00,report,68.54,traffic
O02741,Z10,2023-01-28 01:32:00,report,64.15,other
O02742,Z08,2023-01-19 18:21:00,sensor,64.63,traffic
O02743,Z10,2023-01-06 17:49:00,sensor,60.44,other
O02744,Z03,2023-02-21 16:54:00,sensor,65.58,other
O02745,Z08,2023-02-09 20:12:00,sensor,34.7,music
O02746,Z05,2023-01-30 14:56:00,sensor,57.03,event
O02747,Z02,2023-01-12 20:36:00,report,62.41,music
O02748,Z09,2023-02-19 22:47:00,report,48.49,traffic
O02749,Z07,2023-02-06 09:00:00,report,63.86,traffic
O02750,Z01,2023-01-15 10:27:00,sensor,57.96,event
O02751,Z04,2023-02-07 21:49:00,report,77.55,other
O02752,Z08,2023-02-11 21:12:00,report,75.73,other
O02753,Z03,2023-01-13 04:13:00,report,55.34,construction
O02754,Z02,2023-01-02 17:38:00,sensor,58.49,construction
O02755,Z09,2023-01-23 02:20:00,report,59.26,construction
O02756,Z11,2023-01-14 06:19:00,sensor,55.48,music
O02757,Z05,2023-01-15 06:49:00,report,61.95,traffic
O02758,Z03,2023-01-29 03:53:00,report,52.42,traffic
O02759,Z08,2023-02-25 23:54:00,sensor,48.69,music
O02760,Z01,2023-01-29 14:25:00,sensor,66.23,construction
O02761,Z07,2023-02-07 03:05:00,sensor,66.3,other
O02762,Z10,2023-02-16 16:07:00,sensor,51.96,construction
O02763,Z02,2023-02-01 23:38:00,report,68.95,event
O02764,Z07,2023-01-13 06:05:00,report,53.68,music
O02765,Z05,2023-02-02 03:29:00,sensor,62.53,traffic
O02766,Z07,2023-02-21 13:25:00,sensor,68.2,event
O02767,Z06,2023-01-20 02:27:00,report,59.66,construction
O02768,Z12,2023-01-06 20:41:00,report,64.55,music
O02769,Z01,2023-01-18 23:41:00,report,54.84,traffic
O02770,Z03,2023-02-24 07:11:00,sensor,58.04,construction
O02771,Z09,2023-01-10 04:44:00,report,57.94,traffic
O02772,Z01,2023-02-08 06:55:00,report,52.53,event
O02773,Z10,2023-01-27 05:26:00,sensor,58.23,construction
O02774,Z09,2023-01-10 23:51:00,sensor,44.51,event
O02775,Z02,2023-02-20 05:01:00,report,55.09,construction
O02776,Z05,2023-01-26 20:23:00,report,57.15,other
O02777,Z06,2023-01-02 00:21:00,sensor,57.44,music
O02778,Z01,2023-02-17 04:58:00,report,57.59,traffic
O02779,Z09,2023-01-25 19:46:00,sensor,59.38,construction
O02780,Z02,2023-01-01 11:57:00,sensor,64.79,traffic
O02781,Z07,2023-01-05 03:30:00,report,68.75,music
O02782,Z09,2023-01-29 04:54:00,sensor,53.5,event
O02783,Z08,2023-01-31 08:08:00,report,47.97,other
O02784,Z06,2023-02-09 21:45:00,sensor,49.58,music
O02785,Z08,2023-02-17 18:12:00,sensor,55.13,construction
O02786,Z09,2023-01-09 04:14:00,sensor,56.48,traffic
O02787,Z12,2023-01-26 09:56:00,sensor,52.3,construction
O02788,Z04,2023-01-17 05:46:00,report,47.04,event
O02789,Z12,2023-01-30 21:37:00,report,55.44,construction
O02790,Z06,2023-01-28 11:42:00,sensor,61.81,other
O02791,Z12,2023-02-24 01:47:00,report,65.95,traffic
O02792,Z04,2023-01-12 00:09:00,sensor,54.43,construction
O02793,Z03,2023-01-26 10:00:00,report,55.87,music
O02794,Z06,2023-01-13 20:55:00,report,50.73,music
O02795,Z04,2023-01-30 19:16:00,report,59.69,traffic
O02796,Z12,2023-01-18 20:49:00,report,51.52,event
O02797,Z03,2023-01-17 10:51:00,report,65.73,other
O02798,Z08,2023-02-12 03:42:00,report,42.14,other
O02799,Z05,2023-01-05 11:27:00,sensor,56.4,other
O02800,Z03,2023-01-07 07:29:00,sensor,63.01,traffic
O02801,Z09,2023-02-15 09:08:00,report,61.84,event
O02802,Z08,2023-01-28 17:05:00,sensor,86.93,music
O02803,Z09,2023-01-13 04:53:00,sensor,63.5,traffic
O02804,Z04,2023-02-16 23:22:00,sensor,49.96,other
O02805,Z09,2023-02-03 01:51:00,report,59.05,other
O02806,Z04,2023-02-14 16:10:00,report,42.24,construction
O02807,Z02,2023-02-13 05:40:00,sensor,59.19,construction
O02808,Z09,2023-02-09 13:54:00,sensor,51.67,event
O02809,Z01,2023-01-26 09:24:00,report,69.15,music
O02810,Z08,2023-01-21 04:46:00,report,54.5,traffic
O02811,Z02,2023-01-17 22:35:00,report,58.83,construction
O02812,Z12,2023-02-09 19:04:00,sensor,53.64,music
O02813,Z03,2023-01-10 15:52:00,sensor,77.39,construction
O02814,Z07,2023-02-20 05:41:00,report,56.79,music
O02815,Z10,2023-01-13 07:53:00,report,78.33,traffic
O02816,Z04,2023-01-18 04:57:00,report,68.14,traffic
O02817,Z12,2023-02-17 18:43:00,sensor,64.82,construction
O02818,Z08,2023-01-10 21:17:00,report,63.69,traffic
O02819,Z11,2023-01-08 16:19:00,sensor,63.94,other
O02820,Z08,2023-01-15 21:28:00,report,40.72,traffic
O02821,Z09,2023-02-17 19:29:00,sensor,57.21,traffic
O02822,Z12,2023-01-22 08:02:00,report,68.45,event
O02823,Z02,2023-02-10 14:27:00,sensor,59.51,music
O02824,Z05,2023-01-15 16:06:00,sensor,45.95,other
O02825,Z10,2023-02-25 11:15:00,report,59.48,music
O02826,Z07,2023-01-04 20:06:00,report,77.04,event
O02827,Z05,2023-02-10 16:21:00,report,72.47,event
O02828,Z06,2023-01-06 00:06:00,report,59.38,construction
O02829,Z10,2023-02-01 07:37:00,report,69.51,event
O02830,Z02,2023-02-19 22:31:00,report,56.33,other
O02831,Z09,2023-02-25 21:24:00,sensor,42.96,other
O02832,Z02,2023-02-07 20:06:00,sensor,50.76,traffic
O02833,Z04,2023-01-24 18:43:00,report,75.63,music
O02834,Z12,2023-02-17 01:22:00,report,57.26,music
O02835,Z10,2023-02-25 16:02:00,report,57.57,music
O02836,Z11,2023-01-02 06:36:00,sensor,57.0,traffic
O02837,Z11,2023-01-22 03:18:00,report,79.04,traffic
O02838,Z12,2023-01-30 08:22:00,report,76.26,event
O02839,Z04,2023-01-18 14:50:00,sensor,82.19,event
O02840,Z08,2023-02-14 20:16:00,sensor,58.41,construction
O02841,Z09,2023-02-19 17:41:00,report,62.96,music
O02842,Z06,2023-02-19 05:54:00,report,44.83,traffic
O02843,Z06,2023-01-23 19:34:00,sensor,74.77,event
O02844,Z05,2023-01-07 23:05:00,report,48.32,event
O02845,Z10,2023-02-01 20:11:00,report,62.17,construction
O02846,Z05,2023-02-24 22:31:00,report,49.03,event
O02847,Z08,2023-01-24 05:10:00,report,54.11,traffic
O02848,Z02,2023-01-13 18:19:00,report,51.63,other
O02849,Z09,2023-01-12 12:39:00,sensor,53.92,construction
O02850,Z02,2023-01-06 22:38:00,report,54.61,event
O02851,Z03,2023-02-15 10:34:00,report,54.52,music
O02852,Z03,2023-01-25 03:54:00,report,68.33,other
O02853,Z10,2023-01-06 10:14:00,report,48.95,traffic
O02854,Z04,2023-02-05 04:42:00,report,62.21,traffic
O02855,Z08,2023-01-15 22:14:00,sensor,72.18,construction
O02856,Z08,2023-02-11 06:09:00,sensor,54.87,event
O02857,Z04,2023-01-02 19:30:00,report,52.82,music
O02858,Z09,2023-02-05 18:12:00,report,57.69,construction
O02859,Z09,2023-02-07 12:40:00,report,71.8,event
O02860,Z12,2023-02-20 11:51:00,report,61.94,music
O02861,Z06,2023-01-24 07:20:00,report,54.69,traffic
O02862,Z12,2023-01-09 10:55:00,sensor,64.84,other
O02863,Z10,2023-01-09 03:58:00,report,48.98,other
O02864,Z06,2023-01-07 19:14:00,report,66.81,other
O02865,Z04,2023-01-30 08:36:00,sensor,64.09,music
O02866,Z10,2023-01-29 15:37:00,report,56.92,traffic
O02867,Z03,2023-01-02 17:28:00,sensor,51.61,event
O02868,Z08,2023-02-25 22:09:00,sensor,51.13,event
O02869,Z02,2023-02-16 08:36:00,report,65.35,traffic
O02870,Z12,2023-02-08 15:27:00,sensor,72.29,music
O02871,Z04,2023-02-12 14:19:00,report,53.63,event
O02872,Z04,2023-02-06 16:26:00,sensor,64.58,other
O02873,Z11,2023-02-07 10:55:00,sensor,39.13,other
O02874,Z01,2023-02-15 11:37:00,sensor,54.15,traffic
O02875,Z10,2023-01-05 16:26:00,sensor,59.69,construction
O02876,Z04,2023-02-08 05:53:00,sensor,50.9,traffic
O02877,Z11,2023-02-01 23:07:00,report,50.63,traffic
O02878,Z02,2023-01-26 18:44:00,report,53.32,music
O02879,Z07,2023-02-14 15:08:00,report,62.92,construction
O02880,Z02,2023-01-20 11:11:00,report,58.13,event
O02881,Z08,2023-01-06 05:16:00,report,37.62,construction
O02882,Z04,2023-01-23 20:40:00,sensor,38.79,event
O02883,Z08,2023-02-18 03:33:00,report,53.93,traffic
O02884,Z10,2023-01-04 17:03:00,report,64.58,traffic
O02885,Z03,2023-01-01 16:00:00,sensor,32.52,event
O02886,Z07,2023-01-20 00:51:00,report,55.0,traffic
O02887,Z03,2023-01-13 20:39:00,report,54.74,construction
O02888,Z09,2023-01-14 11:06:00,sensor,73.88,other
O02889,Z06,2023-02-06 05:57:00,report,56.15,construction
O02890,Z09,2023-01-10 14:01:00,sensor,63.83,other
O02891,Z02,2023-02-21 09:59:00,report,61.41,traffic
O02892,Z06,2023-02-13 05:37:00,sensor,38.69,traffic
O02893,Z08,2023-01-13 19:09:00,report,67.68,music
O02894,Z11,2023-02-05 12:50:00,report,62.15,traffic
O02895,Z11,2023-02-05 02:21:00,sensor,65.08,event
O02896,Z03,2023-01-16 15:12:00,report,99.26,traffic
O02897,Z06,2023-01-04 15:51:00,sensor,39.16,other
O02898,Z02,2023-02-12 20:20:00,report,77.25,other
O02899,Z11,2023-01-13 09:20:00,sensor,57.13,music
O02900,Z04,2023-01-19 20:27:00,report,62.87,music
O02901,Z07,2023-01-06 15:01:00,report,59.54,traffic
O02902,Z06,2023-02-05 15:39:00,report,55.76,event
O02903,Z08,2023-02-20 09:49:00,sensor,54.3,other
O02904,Z01,2023-01-13 02:19:00,sensor,63.3,event
O02905,Z12,2023-01-04 17:01:00,sensor,44.83,event
O02906,Z07,2023-01-13 11:34:00,sensor,67.51,music
O02907,Z12,2023-02-02 16:54:00,sensor,55.84,other
O02908,Z06,2023-02-13 22:02:00,sensor,48.7,traffic
O02909,Z08,2023-01-12 07:45:00,report,55.5,traffic
O02910,Z12,2023-01-14 15:13:00,sensor,72.57,traffic
O02911,Z07,2023-01-14 22:07:00,report,54.65,traffic
O02912,Z04,2023-02-12 10:11:00,report,63.58,construction
O02913,Z06,2023-02-23 12:02:00,sensor,52.69,construction
O02914,Z10,2023-01-16 19:42:00,report,67.58,music
O02915,Z11,2023-02-06 22:55:00,report,66.86,construction
O02916,Z11,2023-02-17 08:26:00,sensor,78.49,music
O02917,Z07,2023-01-25 08:53:00,sensor,58.24,music
O02918,Z05,2023-02-08 00:40:00,report,66.69,traffic
O02919,Z12,2023-02-19 14:08:00,sensor,60.98,traffic
O02920,Z11,2023-01-08 03:10:00,report,72.96,traffic
O02921,Z03,2023-02-04 10:10:00,report,52.81,music
O02922,Z05,2023-02-04 09:18:00,report,67.45,traffic
O02923,Z02,2023-01-26 06:05:00,report,58.05,construction
O02924,Z03,2023-02-03 01:30:00,report,59.36,traffic
O02925,Z02,2023-01-15 01:53:00,report,60.92,construction
O02926,Z02,2023-02-18 22:51:00,sensor,62.52,construction
O02927,Z07,2023-02-09 11:28:00,sensor,58.84,music
O02928,Z10,2023-02-19 01:42:00,sensor,62.15,construction
O02929,Z12,2023-01-21 01:36:00,sensor,75.78,construction
O02930,Z06,2023-02-25 08:58:00,sensor,69.85,event
O02931,Z08,2023-01-13 20:03:00,report,68.69,music
O02932,Z03,2023-01-19 16:04:00,sensor,55.44,construction
O02933,Z11,2023-01-13 10:42:00,report,51.11,traffic
O02934,Z08,2023-01-05 07:38:00,report,69.55,other
O02935,Z03,2023-01-10 17:20:00,sensor,68.76,traffic
O02936,Z11,2023-01-05 13:33:00,sensor,74.73,other
O02937,Z12,2023-01-11 23:59:00,report,53.96,event
O02938,Z01,2023-01-10 03:43:00,sensor,57.7,traffic
O02939,Z07,2023-01-01 18:03:00,report,43.61,other
O02940,Z02,2023-02-24 07:48:00,sensor,56.08,other
O02941,Z09,2023-01-05 00:41:00,report,69.97,other
O02942,Z11,2023-01-25 09:43:00,report,55.34,music
O02943,Z12,2023-01-16 21:31:00,report,66.4,event
O02944,Z11,2023-01-30 15:58:00,sensor,58.09,music
O02945,Z09,2023-01-24 07:09:00,report,63.24,construction
O02946,Z07,2023-01-17 05:23:00,sensor,48.52,music
O02947,Z05,2023-01-10 01:29:00,report,60.85,other
O02948,Z04,2023-01-26 04:53:00,report,30.09,construction
O02949,Z07,2023-01-27 13:29:00,report,58.13,music
O02950,Z07,2023-01-30 11:21:00,report,43.7,music
O02951,Z03,2023-02-16 16:13:00,sensor,72.06,construction
O02952,Z12,2023-01-13 18:12:00,report,67.77,music
O02953,Z09,2023-02-25 13:23:00,report,64.67,construction
O02954,Z07,2023-01-10 15:06:00,report,75.21,event
O02955,Z10,2023-01-27 01:12:00,sensor,50.51,event
O02956,Z09,2023-01-11 21:24:00,report,77.47,construction
O02957,Z08,2023-01-02 22:13:00,report,69.32,other
O02958,Z11,2023-01-12 08:47:00,sensor,57.63,music
O02959,Z10,2023-02-20 06:09:00,report,71.36,event
O02960,Z08,2023-01-16 23:08:00,report,48.94,event
O02961,Z10,2023-02-18 19:33:00,sensor,51.75,traffic
O02962,Z02,2023-01-06 00:00:00,sensor,53.91,event
O02963,Z02,2023-01-21 11:12:00,sensor,54.71,construction
O02964,Z05,2023-02-23 02:23:00,report,49.43,other
O02965,Z08,2023-01-31 10:45:00,sensor,72.23,event
O02966,Z05,2023-01-07 17:10:00,sensor,57.41,construction
O02967,Z07,2023-01-08 17:58:00,report,63.53,construction
O02968,Z09,2023-02-05 20:30:00,report,54.3,construction
O02969,Z02,2023-02-12 04:58:00,report,41.79,traffic
O02970,Z01,2023-01-09 12:30:00,report,62.7,music
O02971,Z03,2023-02-19 00:37:00,report,40.88,music
O02972,Z10,2023-02-06 05:28:00,sensor,59.31,music
O02973,Z11,2023-02-06 11:56:00,report,46.32,traffic
O02974,Z06,2023-01-05 05:08:00,report,79.87,music
O02975,Z03,2023-01-08 21:12:00,report,69.11,event
O02976,Z12,2023-02-20 02:22:00,report,61.06,traffic
O02977,Z10,2023-02-07 13:10:00,report,72.64,event
O02978,Z04,2023-02-02 08:33:00,sensor,51.54,music
O02979,Z06,2023-01-11 01:41:00,sensor,65.43,event
O02980,Z05,2023-01-29 13:21:00,sensor,62.0,event
O02981,Z12,2023-02-18 21:29:00,sensor,62.64,event
O02982,Z09,2023-01-03 04:55:00,sensor,72.72,other
O02983,Z01,2023-01-20 12:12:00,report,67.32,music
O02984,Z07,2023-01-03 22:43:00,report,62.89,music
O02985,Z06,2023-01-24 16:54:00,report,43.45,music
O02986,Z12,2023-01-22 04:22:00,report,50.4,other
O02987,Z04,2023-02-01 09:17:00,sensor,58.77,music
O02988,Z11,2023-01-06 21:58:00,report,60.93,other
O02989,Z02,2023-01-02 04:51:00,sensor,48.7,construction
O02990,Z02,2023-01-12 11:04:00,sensor,84.12,other
O02991,Z04,2023-02-19 02:55:00,sensor,75.16,traffic
O02992,Z12,2023-01-01 23:51:00,report,66.02,other
O02993,Z02,2023-01-10 18:40:00,report,60.72,event
O02994,Z11,2023-01-07 19:07:00,sensor,57.88,construction
O02995,Z04,2023-02-17 02:11:00,sensor,50.48,traffic
O02996,Z01,2023-01-28 21:14:00,sensor,60.77,traffic
O02997,Z12,2023-01-06 12:20:00,sensor,62.58,music
O02998,Z04,2023-02-15 15:38:00,sensor,47.58,music
O02999,Z05,2023-02-16 21:37:00,sensor,63.34,music
O03000,Z03,2023-02-02 00:05:00,sensor,58.45,construction
O03001,Z05,2023-01-10 17:36:00,sensor,40.92,traffic
O03002,Z12,2023-02-18 02:12:00,sensor,51.4,event
O03003,Z04,2023-01-11 12:40:00,report,55.86,other
O03004,Z07,2023-02-02 20:18:00,sensor,78.88,music
O03005,Z05,2023-02-22 11:47:00,sensor,65.57,other
O03006,Z01,2023-02-11 21:16:00,report,46.65,construction
O03007,Z02,2023-01-04 02:31:00,report,64.86,traffic
O03008,Z10,2023-02-18 13:05:00,report,44.53,traffic
O03009,Z12,2023-02-13 02:20:00,report,70.83,other
O03010,Z11,2023-01-05 18:16:00,report,55.29,music
O03011,Z06,2023-02-17 15:23:00,report,59.06,event
O03012,Z08,2023-01-21 17:47:00,sensor,73.26,construction
O03013,Z10,2023-01-11 01:44:00,report,47.13,music
O03014,Z08,2023-01-30 10:59:00,report,46.03,music
O03015,Z08,2023-01-29 04:09:00,report,54.16,music
O03016,Z01,2023-02-25 04:50:00,report,70.38,music
O03017,Z11,2023-01-10 12:23:00,sensor,44.81,music
O03018,Z11,2023-01-12 04:37:00,sensor,31.68,construction
O03019,Z02,2023-01-02 12:30:00,sensor,55.49,event
O03020,Z06,2023-01-13 00:31:00,report,65.52,construction
O03021,Z05,2023-02-23 17:17:00,sensor,72.0,construction
O03022,Z08,2023-02-08 23:31:00,report,55.37,music
O03023,Z03,2023-02-01 21:03:00,report,55.89,traffic
O03024,Z02,2023-01-21 22:30:00,report,71.54,construction
O03025,Z04,2023-02-03 15:51:00,sensor,41.3,music
O03026,Z08,2023-01-01 09:40:00,sensor,56.11,event
O03027,Z11,2023-01-20 21:39:00,report,61.9,other
O03028,Z02,2023-02-08 04:33:00,report,64.49,event
O03029,Z12,2023-01-24 22:55:00,sensor,54.9,event
O03030,Z10,2023-01-31 02:01:00,report,60.34,event
O03031,Z07,2023-01-16 06:20:00,sensor,35.12,event
O03032,Z11,2023-01-31 08:35:00,report,53.42,other
O03033,Z06,2023-02-14 06:57:00,sensor,64.54,event
O03034,Z11,2023-02-06 07:45:00,sensor,50.18,construction
O03035,Z08,2023-02-06 15:56:00,sensor,60.59,event
O03036,Z09,2023-01-07 12:48:00,sensor,64.47,other
O03037,Z06,2023-01-06 16:31:00,report,56.57,other
O03038,Z12,2023-01-18 02:28:00,report,61.7,construction
O03039,Z05,2023-02-15 04:23:00,sensor,50.37,music
O03040,Z04,2023-01-15 20:00:00,report,57.93,event
O03041,Z10,2023-01-31 17:09:00,report,66.1,event
O03042,Z08,2023-01-21 19:56:00,sensor,61.57,construction
O03043,Z10,2023-02-08 03:18:00,sensor,54.13,construction
O03044,Z09,2023-02-21 16:18:00,sensor,62.24,music
O03045,Z07,2023-02-14 00:19:00,report,67.15,construction
O03046,Z03,2023-01-19 00:01:00,report,39.5,traffic
O03047,Z06,2023-01-30 04:28:00,report,71.59,other
O03048,Z03,2023-02-08 14:48:00,report,56.64,traffic
O03049,Z05,2023-01-30 08:12:00,report,64.25,event
O03050,Z03,2023-02-07 04:20:00,sensor,71.97,traffic
O03051,Z01,2023-02-25 10:35:00,report,46.28,event
O03052,Z03,2023-01-21 23:24:00,sensor,52.91,music
O03053,Z11,2023-01-21 12:11:00,report,57.11,other
O03054,Z01,2023-02-11 09:20:00,sensor,52.16,other
O03055,Z01,2023-02-16 22:45:00,sensor,77.35,music
O03056,Z02,2023-01-05 04:09:00,sensor,51.43,other
O03057,Z03,2023-02-15 07:05:00,report,54.44,event
O03058,Z06,2023-01-06 13:21:00,sensor,62.04,music
O03059,Z07,2023-02-04 01:33:00,report,47.98,music
O03060,Z12,2023-01-10 17:52:00,sensor,56.04,construction
O03061,Z08,2023-01-11 03:48:00,report,63.17,construction
